,id_left,date,latitude,longitude,Dates,Time,time_bins,coordinates,index_right,addr:city,addr:country,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,height,landuse,office,shop,source,start_date,wikipedia,id_right,timestamp,version,tags,osm_type,internet_access,changeset
14,15,17-10-21 11:35,103.8843993,1.2913202940000001,2021-10-17,11:35:00,Morning,POINT (103.8843993 1.2913202940000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,13-06-21 14:51,103.792222,1.314777222,2021-06-13,14:51:00,Morning,POINT (103.792222 1.314777222),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,25-03-21 14:07,103.9159131,1.406323964,2021-03-25,14:07:00,Morning,POINT (103.9159131 1.406323964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,09-04-22 09:46,103.8925015,1.272397507,2022-09-04,09:46:00,Morning,POINT (103.8925015 1.272397507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,14-08-21 10:48,103.7936766,1.337802516,2021-08-14,10:48:00,Morning,POINT (103.7936766 1.337802516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,09-10-21 17:10,103.82573190000001,1.400707341,2021-09-10,17:10:00,Morning,POINT (103.82573190000001 1.400707341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,12-02-22 06:21,103.9171428,1.255621142,2022-12-02,06:21:00,Morning,POINT (103.9171428 1.255621142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,05-04-22 19:15,103.8208131,1.37789844,2022-05-04,19:15:00,Evening,POINT (103.8208131 1.37789844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,22-01-21 04:30,103.78217009999999,1.401191677,2021-01-22,04:30:00,Evening,POINT (103.78217009999999 1.401191677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,25-11-21 19:52,103.94211170000001,1.291798908,2021-11-25,19:52:00,Evening,POINT (103.94211170000001 1.291798908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,08-11-21 04:47,103.77448509999999,1.302166613,2021-08-11,04:47:00,Evening,POINT (103.77448509999999 1.302166613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,17-04-21 09:40,103.82736640000002,1.308186071,2021-04-17,09:40:00,Morning,POINT (103.82736640000002 1.308186071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,14-12-20 20:56,103.71417159999999,1.328322405,2020-12-14,20:56:00,Evening,POINT (103.71417159999999 1.328322405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,21-12-20 21:37,103.8260209,1.332783448,2020-12-21,21:37:00,Evening,POINT (103.8260209 1.332783448),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,26-11-20 17:10,103.72418859999999,1.299569843,2020-11-26,17:10:00,Morning,POINT (103.72418859999999 1.299569843),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,06-12-20 13:27,103.84676259999999,1.279394285,2020-06-12,13:27:00,Morning,POINT (103.84676259999999 1.279394285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,17-01-21 10:40,103.76712459999999,1.267202631,2021-01-17,10:40:00,Morning,POINT (103.76712459999999 1.267202631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,23-10-20 02:01,103.7075663,1.381389789,2020-10-23,02:01:00,Evening,POINT (103.7075663 1.381389789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,10-11-20 23:41,103.8019703,1.327675607,2020-10-11,23:41:00,Evening,POINT (103.8019703 1.327675607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,10-03-22 11:59,103.72090370000001,1.277487268,2022-10-03,11:59:00,Morning,POINT (103.72090370000001 1.277487268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,23-06-21 14:34,103.7090821,1.338985514,2021-06-23,14:34:00,Morning,POINT (103.7090821 1.338985514),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,26-12-20 05:17,103.8049661,1.236480058,2020-12-26,05:17:00,Evening,POINT (103.8049661 1.236480058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,30-07-21 00:35,103.8781333,1.382788979,2021-07-30,00:35:00,Evening,POINT (103.8781333 1.382788979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,16-01-22 16:55,103.85539849999999,1.244360527,2022-01-16,16:55:00,Morning,POINT (103.85539849999999 1.244360527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,07-04-21 18:58,103.8206917,1.259663446,2021-07-04,18:58:00,Evening,POINT (103.8206917 1.259663446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,30-12-21 05:19,103.77901899999999,1.257890613,2021-12-30,05:19:00,Evening,POINT (103.77901899999999 1.257890613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,11-02-22 15:42,103.7326813,1.425794302,2022-11-02,15:42:00,Morning,POINT (103.7326813 1.425794302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,22-07-21 19:46,103.7866705,1.3218503529999999,2021-07-22,19:46:00,Evening,POINT (103.7866705 1.3218503529999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,21-04-21 14:04,103.8194078,1.358980439,2021-04-21,14:04:00,Morning,POINT (103.8194078 1.358980439),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,31-01-21 01:23,103.88982179999999,1.300457774,2021-01-31,01:23:00,Evening,POINT (103.88982179999999 1.300457774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,07-12-20 11:21,103.88493709999999,1.2358364659999999,2020-07-12,11:21:00,Morning,POINT (103.88493709999999 1.2358364659999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,25-11-21 07:51,103.7285569,1.276676477,2021-11-25,07:51:00,Morning,POINT (103.7285569 1.276676477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,19-03-21 16:34,103.9534364,1.25826592,2021-03-19,16:34:00,Morning,POINT (103.9534364 1.25826592),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,25-12-20 07:04,103.79463620000001,1.3012061659999998,2020-12-25,07:04:00,Morning,POINT (103.79463620000001 1.3012061659999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,12-06-21 17:26,103.9310962,1.3312752429999999,2021-12-06,17:26:00,Morning,POINT (103.9310962 1.3312752429999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,50,05-04-22 18:29,103.96686509999999,1.27901711,2022-05-04,18:29:00,Evening,POINT (103.96686509999999 1.27901711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,17-04-21 16:05,103.7703135,1.3815398140000001,2021-04-17,16:05:00,Morning,POINT (103.7703135 1.3815398140000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,28-10-20 09:54,103.94879040000001,1.275084994,2020-10-28,09:54:00,Morning,POINT (103.94879040000001 1.275084994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,30-01-21 14:59,103.9156036,1.430346834,2021-01-30,14:59:00,Morning,POINT (103.9156036 1.430346834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,20-10-21 04:16,103.83601740000002,1.362293996,2021-10-20,04:16:00,Evening,POINT (103.83601740000002 1.362293996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,26-11-20 08:37,103.86512490000001,1.292193697,2020-11-26,08:37:00,Morning,POINT (103.86512490000001 1.292193697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,20-03-22 09:03,103.8675912,1.299350535,2022-03-20,09:03:00,Morning,POINT (103.8675912 1.299350535),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,10-04-21 22:13,103.86725229999999,1.2432337470000001,2021-10-04,22:13:00,Evening,POINT (103.86725229999999 1.2432337470000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,01-02-22 18:56,103.7131263,1.3849255719999998,2022-01-02,18:56:00,Evening,POINT (103.7131263 1.3849255719999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,06-11-20 01:10,103.94699609999999,1.30933874,2020-06-11,01:10:00,Evening,POINT (103.94699609999999 1.30933874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,09-08-21 03:45,103.89420870000001,1.262651618,2021-09-08,03:45:00,Evening,POINT (103.89420870000001 1.262651618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,07-10-21 04:44,103.69661690000001,1.365794304,2021-07-10,04:44:00,Evening,POINT (103.69661690000001 1.365794304),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,24-08-21 19:15,103.8994605,1.245258892,2021-08-24,19:15:00,Evening,POINT (103.8994605 1.245258892),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,63,10-05-21 09:26,103.90631020000001,1.258270314,2021-10-05,09:26:00,Morning,POINT (103.90631020000001 1.258270314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,14-05-21 10:31,103.7303969,1.3380883670000001,2021-05-14,10:31:00,Morning,POINT (103.7303969 1.3380883670000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,65,26-04-21 19:49,103.8820645,1.250844344,2021-04-26,19:49:00,Evening,POINT (103.8820645 1.250844344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,66,22-04-22 19:41,103.8312811,1.3554196369999998,2022-04-22,19:41:00,Evening,POINT (103.8312811 1.3554196369999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,67,09-01-21 12:07,103.9428313,1.266131337,2021-09-01,12:07:00,Morning,POINT (103.9428313 1.266131337),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,68,28-04-21 21:06,103.8790759,1.251534808,2021-04-28,21:06:00,Evening,POINT (103.8790759 1.251534808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,69,10-02-21 16:17,103.8771514,1.288385007,2021-10-02,16:17:00,Morning,POINT (103.8771514 1.288385007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,70,07-11-21 02:10,103.8820485,1.311546605,2021-07-11,02:10:00,Evening,POINT (103.8820485 1.311546605),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,71,15-10-20 23:47,103.73280729999999,1.306628229,2020-10-15,23:47:00,Evening,POINT (103.73280729999999 1.306628229),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72,12-12-20 17:01,103.90933559999999,1.28597437,2020-12-12,17:01:00,Morning,POINT (103.90933559999999 1.28597437),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,73,26-12-20 08:22,103.8190688,1.300037626,2020-12-26,08:22:00,Morning,POINT (103.8190688 1.300037626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,74,04-09-21 14:15,103.92151390000001,1.409807836,2021-04-09,14:15:00,Morning,POINT (103.92151390000001 1.409807836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,75,16-07-21 02:40,103.8369689,1.3375037909999998,2021-07-16,02:40:00,Evening,POINT (103.8369689 1.3375037909999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,76,26-02-21 14:32,103.79700140000001,1.383894033,2021-02-26,14:32:00,Morning,POINT (103.79700140000001 1.383894033),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,77,20-03-22 12:44,103.94923370000001,1.351013852,2022-03-20,12:44:00,Morning,POINT (103.94923370000001 1.351013852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,78,19-02-22 03:52,103.86576590000001,1.245455934,2022-02-19,03:52:00,Evening,POINT (103.86576590000001 1.245455934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,79,02-09-21 17:38,103.7059062,1.395068809,2021-02-09,17:38:00,Morning,POINT (103.7059062 1.395068809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,80,05-05-21 15:46,103.9054283,1.37379929,2021-05-05,15:46:00,Morning,POINT (103.9054283 1.37379929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,81,26-09-21 19:57,103.83626740000001,1.3530150509999999,2021-09-26,19:57:00,Evening,POINT (103.83626740000001 1.3530150509999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,82,30-03-22 04:50,103.8062308,1.273796773,2022-03-30,04:50:00,Evening,POINT (103.8062308 1.273796773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,83,01-03-21 21:26,103.71758309999998,1.235941599,2021-01-03,21:26:00,Evening,POINT (103.71758309999998 1.235941599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,84,20-01-22 12:33,103.7076458,1.366353454,2022-01-20,12:33:00,Morning,POINT (103.7076458 1.366353454),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,85,23-02-22 22:20,103.7220162,1.267884883,2022-02-23,22:20:00,Evening,POINT (103.7220162 1.267884883),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,86,06-02-22 03:57,103.7022812,1.320397645,2022-06-02,03:57:00,Evening,POINT (103.7022812 1.320397645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,87,10-11-21 01:32,103.7492554,1.4364901959999998,2021-10-11,01:32:00,Evening,POINT (103.7492554 1.4364901959999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,88,10-04-22 02:57,103.7400718,1.304496248,2022-10-04,02:57:00,Evening,POINT (103.7400718 1.304496248),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,89,19-04-21 10:46,103.7190881,1.353166099,2021-04-19,10:46:00,Morning,POINT (103.7190881 1.353166099),991.0,Singapore,SG,553,,640553,,Jurong West Street 42,,,,,,,residential,,,12,,,,,,,,,,,106851645.0,0.0,-1.0,"{""residential"":""HDB""}",way,,
89,90,05-01-21 16:02,103.71643890000001,1.2372085240000001,2021-05-01,16:02:00,Morning,POINT (103.71643890000001 1.2372085240000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,91,09-04-21 15:47,103.8890619,1.264273717,2021-09-04,15:47:00,Morning,POINT (103.8890619 1.264273717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,92,06-10-21 22:06,103.7720351,1.242000577,2021-06-10,22:06:00,Evening,POINT (103.7720351 1.242000577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,93,15-02-21 00:43,103.70025859999998,1.39939918,2021-02-15,00:43:00,Evening,POINT (103.70025859999998 1.39939918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,94,24-12-21 11:19,103.95648440000001,1.43624286,2021-12-24,11:19:00,Morning,POINT (103.95648440000001 1.43624286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,95,24-08-21 02:49,103.7546317,1.268649979,2021-08-24,02:49:00,Evening,POINT (103.7546317 1.268649979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,96,21-04-21 04:06,103.9207022,1.303429833,2021-04-21,04:06:00,Evening,POINT (103.9207022 1.303429833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,97,28-04-21 05:05,103.7640824,1.259140821,2021-04-28,05:05:00,Evening,POINT (103.7640824 1.259140821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,98,22-04-22 15:24,103.8770944,1.276735401,2022-04-22,15:24:00,Morning,POINT (103.8770944 1.276735401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,99,01-10-21 10:31,103.8364168,1.3819284530000002,2021-01-10,10:31:00,Morning,POINT (103.8364168 1.3819284530000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,100,02-11-20 00:16,103.9654,1.38503751,2020-02-11,00:16:00,Evening,POINT (103.9654 1.38503751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,101,24-10-21 19:21,103.8485785,1.2959456390000001,2021-10-24,19:21:00,Evening,POINT (103.8485785 1.2959456390000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,102,29-07-21 05:20,103.72205699999999,1.3604036769999999,2021-07-29,05:20:00,Evening,POINT (103.72205699999999 1.3604036769999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,05-05-21 06:41,103.7170235,1.3916993999999998,2021-05-05,06:41:00,Morning,POINT (103.7170235 1.3916993999999998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,104,29-11-20 23:29,103.951541,1.319430244,2020-11-29,23:29:00,Evening,POINT (103.951541 1.319430244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,105,22-12-21 08:39,103.8723654,1.239367132,2021-12-22,08:39:00,Morning,POINT (103.8723654 1.239367132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,106,15-09-21 04:05,103.69799470000001,1.417829305,2021-09-15,04:05:00,Evening,POINT (103.69799470000001 1.417829305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,107,06-10-20 18:55,103.79640069999999,1.279763974,2020-06-10,18:55:00,Evening,POINT (103.79640069999999 1.279763974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,108,01-03-21 07:44,103.91323220000001,1.343655087,2021-01-03,07:44:00,Morning,POINT (103.91323220000001 1.343655087),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,109,10-12-20 21:30,103.8711496,1.434113863,2020-10-12,21:30:00,Evening,POINT (103.8711496 1.434113863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,110,17-02-21 11:01,103.8847883,1.349924875,2021-02-17,11:01:00,Morning,POINT (103.8847883 1.349924875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,12-03-21 05:01,103.8822729,1.243746772,2021-12-03,05:01:00,Evening,POINT (103.8822729 1.243746772),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,112,15-04-21 05:16,103.9481891,1.244845496,2021-04-15,05:16:00,Evening,POINT (103.9481891 1.244845496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,25-01-21 19:11,103.9608095,1.360783461,2021-01-25,19:11:00,Evening,POINT (103.9608095 1.360783461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,114,03-01-22 13:16,103.900367,1.4291434490000001,2022-03-01,13:16:00,Morning,POINT (103.900367 1.4291434490000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,115,27-07-21 08:25,103.78479659999999,1.255867678,2021-07-27,08:25:00,Morning,POINT (103.78479659999999 1.255867678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,116,05-05-21 21:53,103.85351340000001,1.436599624,2021-05-05,21:53:00,Evening,POINT (103.85351340000001 1.436599624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,117,20-03-21 00:00,103.7764745,1.3599094230000002,2021-03-20,00:00:00,Evening,POINT (103.7764745 1.3599094230000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,118,07-01-21 15:40,103.6994502,1.431000566,2021-07-01,15:40:00,Morning,POINT (103.6994502 1.431000566),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,09-10-21 11:43,103.80926240000001,1.301187865,2021-09-10,11:43:00,Morning,POINT (103.80926240000001 1.301187865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,120,15-01-22 11:35,103.7981387,1.3710951169999999,2022-01-15,11:35:00,Morning,POINT (103.7981387 1.3710951169999999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,121,09-12-20 13:28,103.9267974,1.35610689,2020-09-12,13:28:00,Morning,POINT (103.9267974 1.35610689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,08-04-22 09:10,103.7834281,1.333270416,2022-08-04,09:10:00,Morning,POINT (103.7834281 1.333270416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,123,22-03-21 21:57,103.747208,1.395148193,2021-03-22,21:57:00,Evening,POINT (103.747208 1.395148193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,124,18-06-21 23:28,103.93932020000001,1.260378547,2021-06-18,23:28:00,Evening,POINT (103.93932020000001 1.260378547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,125,30-08-21 09:19,103.95338879999998,1.3929690430000001,2021-08-30,09:19:00,Morning,POINT (103.95338879999998 1.3929690430000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,126,08-04-21 05:14,103.9181745,1.297597212,2021-08-04,05:14:00,Evening,POINT (103.9181745 1.297597212),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,08-10-20 11:15,103.76290999999999,1.340562339,2020-08-10,11:15:00,Morning,POINT (103.76290999999999 1.340562339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,128,06-11-20 05:06,103.9656981,1.281487064,2020-06-11,05:06:00,Evening,POINT (103.9656981 1.281487064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,129,28-11-21 11:15,103.8496363,1.348779067,2021-11-28,11:15:00,Morning,POINT (103.8496363 1.348779067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,130,27-11-21 05:05,103.77833840000001,1.249271669,2021-11-27,05:05:00,Evening,POINT (103.77833840000001 1.249271669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,131,01-02-21 07:59,103.8993605,1.3915821380000002,2021-01-02,07:59:00,Morning,POINT (103.8993605 1.3915821380000002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,132,27-11-21 02:17,103.9616855,1.24239256,2021-11-27,02:17:00,Evening,POINT (103.9616855 1.24239256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,26-02-21 20:05,103.92810259999999,1.24454644,2021-02-26,20:05:00,Evening,POINT (103.92810259999999 1.24454644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,12-07-21 14:23,103.80798399999999,1.302935935,2021-12-07,14:23:00,Morning,POINT (103.80798399999999 1.302935935),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,21-05-21 05:12,103.777709,1.314621035,2021-05-21,05:12:00,Evening,POINT (103.777709 1.314621035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,136,06-02-21 05:57,103.8250161,1.326790619,2021-06-02,05:57:00,Evening,POINT (103.8250161 1.326790619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,24-07-21 22:13,103.93766,1.419121841,2021-07-24,22:13:00,Evening,POINT (103.93766 1.419121841),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,16-04-21 00:08,103.95516640000001,1.287256817,2021-04-16,00:08:00,Evening,POINT (103.95516640000001 1.287256817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,139,24-02-22 20:08,103.8697625,1.318455664,2022-02-24,20:08:00,Evening,POINT (103.8697625 1.318455664),1516.0,Singapore,SG,1781,,,,Geylang Bahru,,,,,,,industrial,,,,,,,,,,,,,,111983695.0,0.0,-1.0,,way,,
139,140,26-10-20 03:29,103.7315411,1.33062571,2020-10-26,03:29:00,Evening,POINT (103.7315411 1.33062571),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
